query,query_cluster,evidence_type,page,clicks,impressions,ctr,position,trend_3m,12m_clicks,12m_impressions,12m_ctr,12m_position,intent,commercial_value,content_match,recommended_action,implementation_type,scalability,difficulty,opportunity_score
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/ADTN-vs-RDWR,0.0,1.0,0.0,28.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,15.37
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/AMP-vs-HIG,0.0,1.0,0.0,22.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,15.37
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/APO-vs-TFC,0.0,1.0,0.0,28.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,15.37
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/APOG-vs-KFRC,0.0,1.0,0.0,30.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,15.37
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/AUPH-vs-IMNM,0.0,1.0,0.0,29.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,15.37
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/BA-vs-RUSHA,0.0,1.0,0.0,29.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,15.37
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/CEPF-vs-IIM,0.0,1.0,0.0,21.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,15.37
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/CMPR-vs-CXT,0.0,1.0,0.0,24.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,15.37
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/CW-vs-DOV,0.0,1.0,0.0,30.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,15.37
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/JBHT-vs-SYM,0.0,1.0,0.0,30.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,15.37
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/MKSI-vs-ZS,0.0,1.0,0.0,24.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,15.37
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/SGRY-vs-TRVI,0.0,1.0,0.0,25.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,15.37
wallstreetzen review,other,OBSERVED_GSC,https://www.stockportfolio.pro/vs/wallstreetzen,0.0,1.0,0.0,25.0,impression-bearing,0.0,1.0,0.0,25.0,financial research,4,review,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,15.37
dbx stock,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/DBX,0.0,6.0,0.0,69.83333333333333,impression-bearing,0.0,6.0,0.0,69.83333333333333,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,15.25
fastest growing stock right now,other,OBSERVED_GSC,https://www.stockportfolio.pro/screens/high-growth-stocks,0.0,6.0,0.0,77.83333333333333,impression-bearing,0.0,6.0,0.0,77.83333333333333,financial research,4,review,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,15.25
figr stock,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/FIGR,0.0,6.0,0.0,81.5,impression-bearing,0.0,6.0,0.0,81.5,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,15.25
simply wall st,other,OBSERVED_GSC,https://www.stockportfolio.pro/vs/simply-wall-st,0.0,6.0,0.0,38.5,impression-bearing,0.0,6.0,0.0,38.5,financial research,4,review,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,15.25
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/vs/stockanalysis,0.0,5.0,0.0,31.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,review,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,15.11
abat stocktwits,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/ABAT-vs-MTW,0.0,4.0,0.0,60.0,impression-bearing,0.0,4.0,0.0,60.0,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.95
amprius stock,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/AMPX,0.0,4.0,0.0,80.75,impression-bearing,0.0,4.0,0.0,80.75,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.95
aqn stock,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/AQN,0.0,4.0,0.0,71.5,impression-bearing,0.0,4.0,0.0,71.5,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.95
dx stock,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/DX,0.0,4.0,0.0,93.75,impression-bearing,0.0,4.0,0.0,93.75,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.95
lly jnj 관련주,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/JNJ-vs-LLY,0.0,4.0,0.0,41.75,impression-bearing,0.0,4.0,0.0,41.75,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.95
rithm capital,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/RITM,0.0,4.0,0.0,59.0,impression-bearing,0.0,4.0,0.0,59.0,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.95
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/company?symbol=APG,0.0,4.0,0.0,33.25,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,review,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.95
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/company?symbol=FBP,0.0,4.0,0.0,43.5,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,review,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.95
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/company?symbol=HCC,0.0,4.0,0.0,36.25,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,review,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.95
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/company?symbol=KNF,0.0,4.0,0.0,42.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,review,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.95
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/company?symbol=LRN,0.0,4.0,0.0,35.25,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,review,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.95
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/company?symbol=RRC,0.0,4.0,0.0,37.25,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,review,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.95
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/company?symbol=SKYW,0.0,4.0,0.0,40.75,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,review,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.95
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/company?symbol=YUMC,0.0,4.0,0.0,39.75,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,review,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.95
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/DIOD-vs-EXLS,0.0,4.0,0.0,53.75,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.95
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/EFX-vs-VLTO,0.0,4.0,0.0,49.5,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.95
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/LMRI-vs-QDEL,0.0,4.0,0.0,77.5,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.95
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/MUJ-vs-PAXS,0.0,4.0,0.0,78.75,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.95
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/vs/tikr,0.0,4.0,0.0,32.25,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,review,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.95
the metal company stock,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/TMC,0.0,4.0,0.0,83.25,impression-bearing,0.0,4.0,0.0,83.25,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.95
the metals company stock,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/TMC,0.0,4.0,0.0,76.75,impression-bearing,0.0,4.0,0.0,76.75,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.95
clear channel share price,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/CCO,0.0,3.0,0.0,67.66666666666667,impression-bearing,0.0,3.0,0.0,67.66666666666667,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.75
dell vs ibm,comparison,OBSERVED_GSC,https://www.stockportfolio.pro/compare/DELL-vs-IBM,0.0,3.0,0.0,31.666666666666668,impression-bearing,0.0,3.0,0.0,31.666666666666668,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.75
dropbox stock,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/DBX,0.0,3.0,0.0,74.0,impression-bearing,0.0,3.0,0.0,74.0,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.75
dynex capital,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/DX,0.0,3.0,0.0,84.66666666666667,impression-bearing,0.0,3.0,0.0,84.66666666666667,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.75
dynex financial,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/DX,0.0,3.0,0.0,67.0,impression-bearing,0.0,3.0,0.0,67.0,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.75
rithm,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/RITM,0.0,3.0,0.0,59.333333333333336,impression-bearing,0.0,4.0,0.0,64.0,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.75
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/company?symbol=BURL,0.0,3.0,0.0,45.666666666666664,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,review,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.75
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/company?symbol=KNTK,0.0,3.0,0.0,56.333333333333336,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,review,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.75
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/company?symbol=PATK,0.0,3.0,0.0,46.666666666666664,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,review,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.75
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/company?symbol=STT,0.0,3.0,0.0,40.666666666666664,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,review,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.75
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/company?symbol=XEL,0.0,3.0,0.0,34.333333333333336,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,review,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.75
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/company?symbol=XRAY,0.0,3.0,0.0,55.333333333333336,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,review,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.75
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/ALKS-vs-GKOS,0.0,3.0,0.0,85.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.75
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/APG-vs-LII,0.0,3.0,0.0,68.33333333333333,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.75
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/APP-vs-VZ,0.0,3.0,0.0,87.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.75
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/ASPI-vs-GROY,0.0,3.0,0.0,79.33333333333333,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.75
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/BOBS-vs-LIND,0.0,3.0,0.0,66.33333333333333,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.75
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/CRCT-vs-SCSC,0.0,3.0,0.0,69.66666666666667,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.75
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/DE-vs-UNP,0.0,3.0,0.0,64.66666666666666,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.75
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/FBNC-vs-NBTB,0.0,3.0,0.0,55.666666666666664,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.75
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/FIX-vs-PCAR,0.0,3.0,0.0,36.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.75
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/FR-vs-VNO,0.0,3.0,0.0,48.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.75
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/GL-vs-GLXY,0.0,3.0,0.0,67.33333333333333,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.75
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/GRDN-vs-TARS,0.0,3.0,0.0,83.66666666666667,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.75
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/HSY-vs-KMB,0.0,3.0,0.0,72.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.75
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/MNR-vs-NOG,0.0,3.0,0.0,30.666666666666668,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.75
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/MOV-vs-WGO,0.0,3.0,0.0,73.33333333333333,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.75
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/QUBT-vs-SPSC,0.0,3.0,0.0,45.333333333333336,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.75
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/RBBN-vs-RPD,0.0,3.0,0.0,63.666666666666664,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.75
stag industrial reit,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/STAG,0.0,3.0,0.0,65.66666666666667,impression-bearing,0.0,3.0,0.0,65.66666666666667,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.75
total share price,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/TTE,0.0,3.0,0.0,70.66666666666667,impression-bearing,0.0,3.0,0.0,70.66666666666667,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.75
uipath revenue,revenue,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/PATH,0.0,3.0,0.0,46.666666666666664,impression-bearing,0.0,3.0,0.0,46.666666666666664,financial research,4,strong,IMPROVE_TEMPLATE,"stock metric template: add period, source, chart and related metric links",1,2,14.75
"""open geni""",other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/DJT-vs-GENI,0.0,2.0,0.0,45.0,impression-bearing,0.0,3.0,0.0,43.333333333333336,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.49
afrm stocktwits,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/AFRM-vs-TW,0.0,2.0,0.0,55.5,impression-bearing,0.0,2.0,0.0,55.5,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.49
amprius technologies stock,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/AMPX,0.0,2.0,0.0,74.5,impression-bearing,0.0,2.0,0.0,74.5,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.49
amtd digital share price,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/HKD,0.0,2.0,0.0,70.5,impression-bearing,0.0,2.0,0.0,70.5,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.49
apg annual report,other,OBSERVED_GSC,https://www.stockportfolio.pro/company?symbol=APG,0.0,2.0,0.0,46.5,impression-bearing,0.0,2.0,0.0,46.5,financial research,4,review,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.49
blln stock,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/BLLN,0.0,2.0,0.0,82.0,impression-bearing,0.0,2.0,0.0,82.0,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.49
book value stock,other,OBSERVED_GSC,https://www.stockportfolio.pro/screens/stocks-below-book-value,0.0,2.0,0.0,84.0,impression-bearing,0.0,2.0,0.0,84.0,financial research,4,review,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.49
book value stocks,other,OBSERVED_GSC,https://www.stockportfolio.pro/screens/stocks-below-book-value,0.0,2.0,0.0,65.0,impression-bearing,0.0,2.0,0.0,65.0,financial research,4,review,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.49
carl's jr stock,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/QSR,0.0,2.0,0.0,75.5,impression-bearing,0.0,2.0,0.0,75.5,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.49
cbiz competitors,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/CBZ-vs-PLPC,0.0,2.0,0.0,55.5,impression-bearing,0.0,2.0,0.0,55.5,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.49
comparedge.com,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/GEV-vs-RTX,0.0,2.0,0.0,67.5,impression-bearing,0.0,2.0,0.0,67.5,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.49
dell ibm,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/DELL-vs-IBM,0.0,2.0,0.0,79.0,impression-bearing,0.0,2.0,0.0,79.0,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.49
eto share price,other,OBSERVED_GSC,https://www.stockportfolio.pro/company?symbol=ETO,0.0,2.0,0.0,42.5,impression-bearing,0.0,2.0,0.0,42.5,financial research,4,review,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.49
fastest growing stocks right now,other,OBSERVED_GSC,https://www.stockportfolio.pro/screens/high-growth-stocks,0.0,2.0,0.0,89.0,impression-bearing,0.0,2.0,0.0,89.0,financial research,4,review,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.49
figure stock,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/FIGR,0.0,2.0,0.0,83.5,impression-bearing,0.0,2.0,0.0,83.5,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.49
gates corporation revenue,revenue,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/GTES,0.0,2.0,0.0,33.0,impression-bearing,0.0,2.0,0.0,33.0,financial research,4,strong,IMPROVE_TEMPLATE,"stock metric template: add period, source, chart and related metric links",1,2,14.49
hafn stock,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/HAFN,0.0,2.0,0.0,68.0,impression-bearing,0.0,2.0,0.0,68.0,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.49
low pe ratio stocks,valuation,OBSERVED_GSC,https://www.stockportfolio.pro/screens/low-pe-stocks,0.0,2.0,0.0,55.5,impression-bearing,0.0,2.0,0.0,55.5,financial research,4,review,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.49
microsoft gross profit margin,earnings/profit,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/MSFT,0.0,2.0,0.0,74.5,impression-bearing,0.0,2.0,0.0,74.5,financial research,4,strong,IMPROVE_TEMPLATE,"stock metric template: add period, source, chart and related metric links",1,2,14.49
microsoft profit margins,earnings/profit,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/MSFT,0.0,2.0,0.0,83.5,impression-bearing,0.0,2.0,0.0,83.5,financial research,4,strong,IMPROVE_TEMPLATE,"stock metric template: add period, source, chart and related metric links",1,2,14.49
microsoft worth,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/MSFT,0.0,2.0,0.0,83.5,impression-bearing,0.0,2.0,0.0,83.5,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.49
morningstar revenue,revenue,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/MORN,0.0,2.0,0.0,65.5,impression-bearing,0.0,2.0,0.0,65.5,financial research,4,strong,IMPROVE_TEMPLATE,"stock metric template: add period, source, chart and related metric links",1,2,14.49
nasdaq googl financials,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/GOOGL,0.0,2.0,0.0,57.0,impression-bearing,0.0,2.0,0.0,57.0,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.49
